OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
319,4_283587_110__230_I,20150709,4,283587,062,6-2,1,1,110,,230,23,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,19990701,19950508,,546.851,25.57,4,92,11,,,4__6_2____1_IT_1_4_110__230_TI_I_23,,,,4__6_2__,4__6_2____1_IT_1,4_110,4_110_,4_110_230
320,4_283380_111__231_I,20150709,4,283380,061,6-1,1,1,111,,231,9,TI,I,MENDEZ ALVARO,28,079,MADRID,A,Calle del Ombu N 16,19990701,19950508,,900.391,25.65,4,90,13,,,4__6_1____1_IT_1_4_111__231_TI_I_9,,,,4__6_1__,4__6_1____1_IT_1,4_111,4_111_,4_111_231
321,4_283587_111__232_I,20150709,4,283587,062,6-2,1,1,111,,232,21,TI,I,MENDEZ ALVARO,28,079,MADRID,A,Calle del Ombu N 16,19990701,19950508,,863.781,25.57,4,90,13,,,4__6_2____1_IT_1_4_111__232_TI_I_21,,,,4__6_2__,4__6_2____1_IT_1,4_111,4_111_,4_111_232
322,4_283380_112__233_I,20150709,4,283380,061,6-1,1,1,112,,233,10,TI,I,PACIFICO,28,079,MADRID,A,Calle de Andalucía N 2,19990701,19950508,,860.972,25.65,4,92,53,,,4__6_1____1_IT_1_4_112__233_TI_I_10,,,,4__6_1__,4__6_1____1_IT_1,4_112,4_112_,4_112_233
323,4_283587_112__234_I,20150709,4,283587,062,6-2,1,1,112,,234,20,TI,I,PACIFICO,28,079,MADRID,A,Calle de Andalucía N 2,19990701,19950508,,738.214,25.57,4,92,53,,,4__6_2____1_IT_1_4_112__234_TI_I_20,,,,4__6_2__,4__6_2____1_IT_1,4_112,4_112_,4_112_234
324,4_283380_113__236_I,20150709,4,283380,061,6-1,1,1,113,,236,11,TI,I,CONDE DE CASAL,28,079,MADRID,A,Plaza del Conde de Casal N 3,19990701,19950508,,734.787,25.65,4,92,8,,,4__6_1____1_IT_1_4_113__236_TI_I_11,,,,4__6_1__,4__6_1____1_IT_1,4_113,4_113_,4_113_236
325,4_283587_113__237_I,20150709,4,283587,062,6-2,1,1,113,,237,19,TI,I,CONDE DE CASAL,28,079,MADRID,A,Plaza del Conde de Casal N 3,19990701,19950508,,829.025,25.57,4,92,8,,,4__6_2____1_IT_1_4_113__237_TI_I_19,,,,4__6_2__,4__6_2____1_IT_1,4_113,4_113_,4_113_237
326,4_335631_93__190_I,20150709,4,335631,005,5,1,1,93,,190,22,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,552.653,23.38,4,92,85,,,4__5_____1_IT_1_4_93__190_TI_I_22,,,,4__5___,4__5_____1_IT_1,4_93,4_93_,4_93_190
327,4_335632_93__191_I,20150709,4,335632,005,5,2,1,93,,191,11,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,757.87,23.38,4,92,85,,,4__5_____2_IT_1_4_93__191_TI_I_11,,,,4__5___,4__5_____2_IT_1,4_93,4_93_,4_93_191
328,4_335631_94__192_I,20150709,4,335631,005,5,1,1,94,,192,23,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,758.424,23.38,4,93,269,,,4__5_____1_IT_1_4_94__192_TI_I_23,,,,4__5___,4__5_____1_IT_1,4_94,4_94_,4_94_192
329,4_335632_94__193_I,20150709,4,335632,005,5,2,1,94,,193,10,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,764.067,23.38,4,93,269,,,4__5_____2_IT_1_4_94__193_TI_I_10,,,,4__5___,4__5_____2_IT_1,4_94,4_94_,4_94_193
330,4_335631_95__194_I,20150709,4,335631,005,5,1,1,95,,194,24,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,764.61,23.38,4,93,358,,,4__5_____1_IT_1_4_95__194_TI_I_24,,,,4__5___,4__5_____1_IT_1,4_95,4_95_,4_95_194
331,4_335632_95__195_I,20150709,4,335632,005,5,2,1,95,,195,9,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,658.915,23.38,4,93,358,,,4__5_____2_IT_1_4_95__195_TI_I_9,,,,4__5___,4__5_____2_IT_1,4_95,4_95_,4_95_195
332,4_335631_96__196_I,20150709,4,335631,005,5,1,1,96,,196,25,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,658.234,23.38,4,92,16,,,4__5_____1_IT_1_4_96__196_TI_I_25,,,,4__5___,4__5_____1_IT_1,4_96,4_96_,4_96_196
333,4_335632_96__197_I,20150709,4,335632,005,5,2,1,96,,197,8,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,729.981,23.38,4,92,16,,,4__5_____2_IT_1_4_96__197_TI_I_8,,,,4__5___,4__5_____2_IT_1,4_96,4_96_,4_96_197
334,4_335631_97__198_I,20150709,4,335631,005,5,1,1,97,,198,26,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,731.653,23.38,4,93,373,,,4__5_____1_IT_1_4_97__198_TI_I_26,,,,4__5___,4__5_____1_IT_1,4_97,4_97_,4_97_198
335,4_335632_97__199_I,20150709,4,335632,005,5,2,1,97,,199,7,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,625.196,23.38,4,93,373,,,4__5_____2_IT_1_4_97__199_TI_I_7,,,,4__5___,4__5_____2_IT_1,4_97,4_97_,4_97_199
336,4_335631_98__200_I,20150709,4,335631,005,5,1,1,98,,200,27,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,623.79,23.38,4,93,165,,,4__5_____1_IT_1_4_98__200_TI_I_27,,,,4__5___,4__5_____1_IT_1,4_98,4_98_,4_98_200
337,4_335632_98__201_I,20150709,4,335632,005,5,2,1,98,,201,6,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,590.696,23.38,4,93,165,,,4__5_____2_IT_1_4_98__201_TI_I_6,,,,4__5___,4__5_____2_IT_1,4_98,4_98_,4_98_201
338,4_283380_115__241_I,20150709,4,283380,061,6-1,1,1,115,,241,13,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,19990701,19950508,,759.713,25.65,4,93,284,,,4__6_1____1_IT_1_4_115__241_TI_I_13,,,,4__6_1__,4__6_1____1_IT_1,4_115,4_115_,4_115_241
339,4_283587_115__242_I,20150709,4,283587,062,6-2,1,1,115,,242,17,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,19990701,19950508,,616.142,25.57,4,93,284,,,4__6_2____1_IT_1_4_115__242_TI_I_17,,,,4__6_2__,4__6_2____1_IT_1,4_115,4_115_,4_115_242
340,4_283380_116__243_I,20150709,4,283380,061,6-1,1,1,116,,243,14,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,19990701,19950508,,615.636,25.65,4,91,41,,,4__6_1____1_IT_1_4_116__243_TI_I_14,,,,4__6_1__,4__6_1____1_IT_1,4_116,4_116_,4_116_243
341,4_283587_116__244_I,20150709,4,283587,062,6-2,1,1,116,,244,16,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,19990701,19950508,,741.857,25.57,4,91,41,,,4__6_2____1_IT_1_4_116__244_TI_I_16,,,,4__6_2__,4__6_2____1_IT_1,4_116,4_116_,4_116_244
342,4_283380_117__246_I,20150709,4,283380,061,6-1,1,1,117,,246,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,19990701,19950508,,737.324,25.65,4,92,66,,,4__6_1____1_IT_1_4_117__246_TI_I_15,,,,4__6_1__,4__6_1____1_IT_1,4_117,4_117_,4_117_246
343,4_283587_117__247_I,20150709,4,283587,062,6-2,1,1,117,,247,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,19990701,19950508,,698.742,25.57,4,92,66,,,4__6_2____1_IT_1_4_117__247_TI_I_15,,,,4__6_2__,4__6_2____1_IT_1,4_117,4_117_,4_117_247
344,4_283380_118__248_I,20150709,4,283380,061,6-1,1,1,118,,248,16,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,19990701,19950508,,698.133,25.65,4,90,4,,,4__6_1____1_IT_1_4_118__248_TI_I_16,,,,4__6_1__,4__6_1____1_IT_1,4_118,4_118_,4_118_248
345,4_283587_118__249_I,20150709,4,283587,062,6-2,1,1,118,,249,14,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,19990701,19950508,,878.476,25.57,4,90,4,,,4__6_2____1_IT_1_4_118__249_TI_I_14,,,,4__6_2__,4__6_2____1_IT_1,4_118,4_118_,4_118_249
346,4_283380_119__251_I,20150709,4,283380,061,6-1,1,1,119,,251,17,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,19990701,19950508,,879.521,25.65,4,93,312,,,4__6_1____1_IT_1_4_119__251_TI_I_17,,,,4__6_1__,4__6_1____1_IT_1,4_119,4_119_,4_119_251
347,4_283587_119__252_I,20150709,4,283587,062,6-2,1,1,119,,252,13,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,19990701,19950508,,957.069,25.57,4,93,312,,,4__6_2____1_IT_1_4_119__252_TI_I_13,,,,4__6_2__,4__6_2____1_IT_1,4_119,4_119_,4_119_252
348,4_283380_120__253_I,20150709,4,283380,061,6-1,1,1,120,,253,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,19990701,19950508,,952.678,25.65,4,90,71,,,4__6_1____1_IT_1_4_120__253_TI_I_18,,,,4__6_1__,4__6_1____1_IT_1,4_120,4_120_,4_120_253
349,4_283587_120__254_I,20150709,4,283587,062,6-2,1,1,120,,254,12,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,19990701,19950508,,760.719,25.57,4,90,71,,,4__6_2____1_IT_1_4_120__254_TI_I_12,,,,4__6_2__,4__6_2____1_IT_1,4_120,4_120_,4_120_254
350,4_336192_61__126_I,20150709,4,336192,004,4,1,1,61,,126,8,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,488.21,22.42,4,91,61,,,4__4_____1_IT_1_4_61__126_TI_I_8,,,,4__4___,4__4_____1_IT_1,4_61,4_61_,4_61_126
351,4_336193_61__127_I,20150709,4,336193,004,4,2,1,61,,127,16,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,575.028,22.42,4,91,61,,,4__4_____2_IT_1_4_61__127_TI_I_16,,,,4__4___,4__4_____2_IT_1,4_61,4_61_,4_61_127
352,4_336192_60__124_I,20150709,4,336192,004,4,1,1,60,,124,7,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,362.51,22.42,4,93,366,,,4__4_____1_IT_1_4_60__124_TI_I_7,,,,4__4___,4__4_____1_IT_1,4_60,4_60_,4_60_124
353,4_336193_60__125_I,20150709,4,336193,004,4,2,1,60,,125,17,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,487.732,22.42,4,93,366,,,4__4_____2_IT_1_4_60__125_TI_I_17,,,,4__4___,4__4_____2_IT_1,4_60,4_60_,4_60_125
354,4_336192_62__128_I,20150709,4,336192,004,4,1,1,62,,128,9,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,558.569,22.42,4,93,259,,,4__4_____1_IT_1_4_62__128_TI_I_9,,,,4__4___,4__4_____1_IT_1,4_62,4_62_,4_62_128
355,4_336193_62__129_I,20150709,4,336193,004,4,2,1,62,,129,15,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,559.377,22.42,4,93,259,,,4__4_____2_IT_1_4_62__129_TI_I_15,,,,4__4___,4__4_____2_IT_1,4_62,4_62_,4_62_129
356,4_336192_63__130_I,20150709,4,336192,004,4,1,1,63,,130,10,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,559.484,22.42,4,92,66,,,4__4_____1_IT_1_4_63__130_TI_I_10,,,,4__4___,4__4_____1_IT_1,4_63,4_63_,4_63_130
357,4_336193_63__131_I,20150709,4,336193,004,4,2,1,63,,131,14,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,515.609,22.42,4,92,66,,,4__4_____2_IT_1_4_63__131_TI_I_14,,,,4__4___,4__4_____2_IT_1,4_63,4_63_,4_63_131
358,4_336192_64__132_I,20150709,4,336192,004,4,1,1,64,,132,11,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,512.458,22.42,4,90,4,,,4__4_____1_IT_1_4_64__132_TI_I_11,,,,4__4___,4__4_____1_IT_1,4_64,4_64_,4_64_132
359,4_336193_64__133_I,20150709,4,336193,004,4,2,1,64,,133,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,779.382,22.42,4,90,4,,,4__4_____2_IT_1_4_64__133_TI_I_13,,,,4__4___,4__4_____2_IT_1,4_64,4_64_,4_64_133
360,4_336192_65__134_I,20150709,4,336192,004,4,1,1,65,,134,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,785.926,22.42,4,93,211,,,4__4_____1_IT_1_4_65__134_TI_I_12,,,,4__4___,4__4_____1_IT_1,4_65,4_65_,4_65_134
361,4_336193_65__135_I,20150709,4,336193,004,4,2,1,65,,135,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,853.481,22.42,4,93,211,,,4__4_____2_IT_1_4_65__135_TI_I_12,,,,4__4___,4__4_____2_IT_1,4_65,4_65_,4_65_135
362,4_336192_66__136_I,20150709,4,336192,004,4,1,1,66,,136,13,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,854.036,22.42,4,93,129,,,4__4_____1_IT_1_4_66__136_TI_I_13,,,,4__4___,4__4_____1_IT_1,4_66,4_66_,4_66_136
363,4_336193_66__137_I,20150709,4,336193,004,4,2,1,66,,137,11,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,636.071,22.42,4,93,129,,,4__4_____2_IT_1_4_66__137_TI_I_11,,,,4__4___,4__4_____2_IT_1,4_66,4_66_,4_66_137
364,4_336192_68__140_I,20150709,4,336192,004,4,1,1,68,,140,15,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,756.004,22.42,4,93,74,,,4__4_____1_IT_1_4_68__140_TI_I_15,,,,4__4___,4__4_____1_IT_1,4_68,4_68_,4_68_140
365,4_336193_68__141_I,20150709,4,336193,004,4,2,1,68,,141,9,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,829.154,22.42,4,93,74,,,4__4_____2_IT_1_4_68__141_TI_I_9,,,,4__4___,4__4_____2_IT_1,4_68,4_68_,4_68_141
366,4_336192_69__142_I,20150709,4,336192,004,4,1,1,69,,142,16,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,832.943,22.42,4,93,207,,,4__4_____1_IT_1_4_69__142_TI_I_16,,,,4__4___,4__4_____1_IT_1,4_69,4_69_,4_69_142
367,4_336193_69__143_I,20150709,4,336193,004,4,2,1,69,,143,8,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,1287.101,22.42,4,93,207,,,4__4_____2_IT_1_4_69__143_TI_I_8,,,,4__4___,4__4_____2_IT_1,4_69,4_69_,4_69_143
368,4_336192_70__144_I,20150709,4,336192,004,4,1,1,70,,144,17,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,1279.047,22.42,4,93,164,,,4__4_____1_IT_1_4_70__144_TI_I_17,,,,4__4___,4__4_____1_IT_1,4_70,4_70_,4_70_144
369,4_336193_70__145_I,20150709,4,336193,004,4,2,1,70,,145,7,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,638.828,22.42,4,93,164,,,4__4_____2_IT_1_4_70__145_TI_I_7,,,,4__4___,4__4_____2_IT_1,4_70,4_70_,4_70_145
370,4_336192_71__146_I,20150709,4,336192,004,4,1,1,71,,146,18,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,638.119,22.42,4,92,79,,,4__4_____1_IT_1_4_71__146_TI_I_18,,,,4__4___,4__4_____1_IT_1,4_71,4_71_,4_71_146
371,4_336193_71__147_I,20150709,4,336193,004,4,2,1,71,,147,6,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,473.475,22.42,4,92,79,,,4__4_____2_IT_1_4_71__147_TI_I_6,,,,4__4___,4__4_____2_IT_1,4_71,4_71_,4_71_147
372,4_336192_72__148_I,20150709,4,336192,004,4,1,1,72,,148,19,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,475.162328033171,22.42,4,93,337,,,4__4_____1_IT_1_4_72__148_TI_I_19,,,,4__4___,4__4_____1_IT_1,4_72,4_72_,4_72_148
373,4_336193_72__149_I,20150709,4,336193,004,4,2,1,72,,149,5,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,695.369,22.42,4,93,337,,,4__4_____2_IT_1_4_72__149_TI_I_5,,,,4__4___,4__4_____2_IT_1,4_72,4_72_,4_72_149
374,4_336192_73__150_I,20150709,4,336192,004,4,1,1,73,,150,20,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,688.716995836895,22.42,4,93,291,,,4__4_____1_IT_1_4_73__150_TI_I_20,,,,4__4___,4__4_____1_IT_1,4_73,4_73_,4_73_150
375,4_336193_73__151_I,20150709,4,336193,004,4,2,1,73,,151,4,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,776.977425687897,22.42,4,93,291,,,4__4_____2_IT_1_4_73__151_TI_I_4,,,,4__4___,4__4_____2_IT_1,4_73,4_73_,4_73_151
376,4_336230_47__98_I,20150709,4,336230,003,3,1,1,47,,98,12,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,456.290867837189,24.99,4,93,258,,,4__3_____1_IT_1_4_47__98_TI_I_12,,,,4__3___,4__3_____1_IT_1,4_47,4_47_,4_47_98
377,4_336231_47__99_I,20150709,4,336231,003,3,2,1,47,,99,7,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,951.423314994689,24.99,4,93,258,,,4__3_____2_IT_1_4_47__99_TI_I_7,,,,4__3___,4__3_____2_IT_1,4_47,4_47_,4_47_99
378,4_336230_50__104_I,20150709,4,336230,003,3,1,1,50,,104,15,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,566.674148102291,24.99,4,92,64,,,4__3_____1_IT_1_4_50__104_TI_I_15,,,,4__3___,4__3_____1_IT_1,4_50,4_50_,4_50_104
379,4_336231_50__105_I,20150709,4,336231,003,3,2,1,50,,105,4,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,460.924788090876,24.99,4,92,64,,,4__3_____2_IT_1_4_50__105_TI_I_4,,,,4__3___,4__3_____2_IT_1,4_50,4_50_,4_50_105
380,4_336192_55__114_I,20150709,4,336192,004,4,1,1,55,,114,2,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,814.147899981132,22.42,4,93,325,,,4__4_____1_IT_1_4_55__114_TI_I_2,,,,4__4___,4__4_____1_IT_1,4_55,4_55_,4_55_114
381,4_336193_55__115_I,20150709,4,336193,004,4,2,1,55,,115,22,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,389.8528,22.42,4,93,325,,,4__4_____2_IT_1_4_55__115_TI_I_22,,,,4__4___,4__4_____2_IT_1,4_55,4_55_,4_55_115
382,4_336192_58__120_I,20150709,4,336192,004,4,1,1,58,,120,5,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,369.364,22.42,4,92,67,,,4__4_____1_IT_1_4_58__120_TI_I_5,,,,4__4___,4__4_____1_IT_1,4_58,4_58_,4_58_120
383,4_336193_58__121_I,20150709,4,336193,004,4,2,1,58,,121,19,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,500.779,22.42,4,92,67,,,4__4_____2_IT_1_4_58__121_TI_I_19,,,,4__4___,4__4_____2_IT_1,4_58,4_58_,4_58_121
384,4_336414_20__43_I,20150709,4,336414,001,1,1,1,20,,43,23,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20070516,20070516,,471.776320047248,22.96,4,93,281,,,4__1_____1_IT_1_4_20__43_TI_I_23,,,,4__1___,4__1_____1_IT_1,4_20,4_20_,4_20_43
385,4_336415_20__44_I,20150709,4,336415,001,1,2,1,20,,44,11,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20070516,20070516,,579.662268205629,22.96,4,93,281,,,4__1_____2_IT_1_4_20__44_TI_I_11,,,,4__1___,4__1_____2_IT_1,4_20,4_20_,4_20_44
386,4_336414_23__49_I,20150709,4,336414,001,1,1,1,23,,49,26,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20070516,20070516,,654.793467862784,22.96,4,93,137,,,4__1_____1_IT_1_4_23__49_TI_I_26,,,,4__1___,4__1_____1_IT_1,4_23,4_23_,4_23_49
387,4_336415_23__50_I,20150709,4,336415,001,1,2,1,23,,50,8,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20070516,20070516,,627.63554515778,22.96,4,93,137,,,4__1_____2_IT_1_4_23__50_TI_I_8,,,,4__1___,4__1_____2_IT_1,4_23,4_23_,4_23_50
388,4_344339_37__78_I,20150709,4,344339,002,2,1,1,37,,78,15,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,436.102,24.22,4,91,62,,,4__2_____1_IT_1_4_37__78_TI_I_15,,,,4__2___,4__2_____1_IT_1,4_37,4_37_,4_37_78
389,4_344340_37__79_I,20150709,4,344340,002,2,2,1,37,,79,6,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,403.827,24.22,4,91,62,,,4__2_____2_IT_1_4_37__79_TI_I_6,,,,4__2___,4__2_____2_IT_1,4_37,4_37_,4_37_79
390,4_344339_40__84_I,20150709,4,344339,002,2,1,1,40,,84,18,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,296.626,24.22,4,93,309,,,4__2_____1_IT_1_4_40__84_TI_I_18,,,,4__2___,4__2_____1_IT_1,4_40,4_40_,4_40_84
391,4_344340_40__85_I,20150709,4,344340,002,2,2,1,40,,85,3,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,707.45,24.22,4,93,309,,,4__2_____2_IT_1_4_40__85_TI_I_3,,,,4__2___,4__2_____2_IT_1,4_40,4_40_,4_40_85
392,4_344339_42__89_T,20150709,4,344339,002,2,1,1,42,,89,20,TI,T,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 10,20110311,20110316,,748.273,24.22,4,91,40,,,4__2_____1_IT_1_4_42__89_TI_T_20,,,,4__2___,4__2_____1_IT_1,4_42,4_42_,4_42_89
393,4_344339_30__64_I,20150709,4,344339,002,2,1,1,30,,64,8,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,631.042,24.22,4,91,61,,,4__2_____1_IT_1_4_30__64_TI_I_8,,,,4__2___,4__2_____1_IT_1,4_30,4_30_,4_30_64
394,4_344340_30__65_I,20150709,4,344340,002,2,2,1,30,,65,13,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,408.935,24.22,4,91,61,,,4__2_____2_IT_1_4_30__65_TI_I_13,,,,4__2___,4__2_____2_IT_1,4_30,4_30_,4_30_65
395,4_344339_33__70_I,20150709,4,344339,002,2,1,1,33,,70,11,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,747.072,24.22,4,92,60,,,4__2_____1_IT_1_4_33__70_TI_I_11,,,,4__2___,4__2_____1_IT_1,4_33,4_33_,4_33_70
396,4_344340_33__71_I,20150709,4,344340,002,2,2,1,33,,71,10,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,450.957,24.22,4,92,60,,,4__2_____2_IT_1_4_33__71_TI_I_10,,,,4__2___,4__2_____2_IT_1,4_33,4_33_,4_33_71
397,4_344339_34__72_I,20150709,4,344339,002,2,1,1,34,,72,12,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,450.157,24.22,4,92,345,,,4__2_____1_IT_1_4_34__72_TI_I_12,,,,4__2___,4__2_____1_IT_1,4_34,4_34_,4_34_72
398,4_344340_34__73_I,20150709,4,344340,002,2,2,1,34,,73,9,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,339.367,24.22,4,92,345,,,4__2_____2_IT_1_4_34__73_TI_I_9,,,,4__2___,4__2_____2_IT_1,4_34,4_34_,4_34_73
399,4_331723_237__2_C,20150709,4,331723,ROP,R,2,1,237,,2,2,TI,C,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20030214,19941223,,980.626,19.001,4,92,31,,,4__R_____2_IT_1_4_237__2_TI_C_2,,,,4__R___,4__R_____2_IT_1,4_237,4_237_,4_237_2
400,4_336415_3__10_I,20150709,4,336415,001,1,2,1,3,,10,28,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20070516,20070516,,756.859637435045,22.96,4,93,348,,,4__1_____2_IT_1_4_3__10_TI_I_28,,,,4__1___,4__1_____2_IT_1,4_3,4_3_,4_3_10
